Name,NetWorth,Country,Source,Rank,Age,Industry
Peter Grogg,$3 B,Switzerland,biochemicals,1008,79.0,Healthcare
Jimmy Haslam,$3 B,United States,"gas stations, retail",1008,67.0,Fashion & Retail
Christian Haub,$3 B,Germany,retail,1008,56.0,Fashion & Retail
Gudrun Heine,$3 B,Germany,medical devices,1008,66.0,Healthcare
Huang Jinfeng,$3 B,China,e-commerce,1008,38.0,Fashion & Retail
Huang Rulun,$3 B,China,real estate,1008,69.0,Real Estate
James Irsay,$3 B,United States,Indianapolis Colts,1008,61.0,Sports
Justin Ishbia,$3 B,United States,★,1008,43.0,Finance & Investments
Diane Kemper,$3 B,United States,real estate,1008,75.0,Real Estate
George Kurtz,$3 B,United States,security software,1008,50.0,Technology
Dan Kurzius,$3 B,United States,email marketing,1008,49.0,Technology
Kwek Leng Beng,$3 B,Singapore,diversified,1008,80.0,Diversified
Geoffrey Kwok,$3 B,Hong Kong,real estate,1008,35.0,Real Estate
Sheldon Lavin,$3 B,United States,meat processing,1008,88.0,Food & Beverage
Louis Le Duff,$3 B,France,bakeries,1008,74.0,Food & Beverage
James Leprino,$3 B,United States,cheese,1008,83.0,Food & Beverage
Joseph Liemandt,$3 B,United States,software,1008,52.0,Technology
Peter Lim,$3 B,Singapore,investments,1008,67.0,Finance & Investments
Jeffrey Lurie,$3 B,United States,Philadelphia Eagles,1008,69.0,Sports
Tom Morris,$3 B,United Kingdom,retail,1008,66.0,Fashion & Retail
Or Wai Sheun,$3 B,Hong Kong,real estate,1008,69.0,Real Estate
P.V. Ramprasad Reddy,$3 B,India,pharmaceuticals,1008,63.0,Healthcare
Haim Saban,$3 B,United States,"TV network, investments",1008,76.0,Media & Entertainment
Ferit Faik Sahenk,$3 B,Turkey,diversified,1008,57.0,Diversified
Eddy Kusnadi Sariaatmadja,$3 B,Indonesia,"media, tech",1008,67.0,Media & Entertainment
Gil Shwed,$3 B,Israel,software,1008,52.0,Technology
Song Zuowen,$3 B,China,"aluminum, diversified",1008,74.0,Diversified
Friede Springer,$3 B,Germany,publishing,1008,78.0,Media & Entertainment
Sybill Storz,$3 B,Germany,medical devices,1008,84.0,Healthcare
Pat Stryker,$3 B,United States,medical equipment,1008,65.0,Healthcare
Hans Sy,$3 B,Philippines,diversified,1008,65.0,Diversified
Herbert Sy,$3 B,Philippines,diversified,1008,64.0,Diversified
Andrew Tan,$3 B,Philippines,diversified,1008,71.0,Diversified
Tian Ming,$3 B,China,measuring instruments,1008,67.0,Technology
Wang Changtian,$3 B,China,"TV, movie production",1008,55.0,Media & Entertainment
Richard White,$3 B,Australia,software,1008,66.0,Technology
Cameron Winklevoss,$3 B,United States,cryptocurrency,1008,39.0,Finance & Investments
Tyler Winklevoss,$3 B,United States,cryptocurrency,1008,39.0,Finance & Investments
Xia Zuoquan,$3 B,China,automobiles,1008,59.0,Automotive
Yin Xin,$3 B,China,video streaming app,1008,36.0,Media & Entertainment
Zhang Lei,$3 B,China,investments,1008,48.0,Finance & Investments
Zhu Xingming,$3 B,China,electrical equipment,1008,54.0,Manufacturing
Juan Abello,$2.9 B,Spain,investments,1064,79.0,Finance & Investments
Ben Ashkenazy,$2.9 B,United States,real estate,1064,51.0,Real Estate
Sid Bass,$2.9 B,United States,"oil, investments",1064,78.0,Energy
Joesley Batista,$2.9 B,Brazil,beef processing,1064,49.0,Food & Beverage
Wesley Batista,$2.9 B,Brazil,beef packing,1064,48.0,Food & Beverage
Riley Bechtel & family,$2.9 B,United States,"engineering, construction",1064,69.0,Construction & Engineering
Sanjeev Bikhchandani,$2.9 B,India,Internet,1064,57.0,Technology
Cao Ji,$2.9 B,China,manufacturing,1064,69.0,Manufacturing
Chen Kaixuan,$2.9 B,China,household chemicals,1064,62.0,Manufacturing
Bennett Dorrance,$2.9 B,United States,Campbell Soup,1064,75.0,Food & Beverage
Marcel Erni,$2.9 B,Switzerland,private equity,1064,56.0,Finance & Investments
Walter Faria,$2.9 B,Brazil,beer,1064,66.0,Food & Beverage
Fu Guangming & family,$2.9 B,China,poultry,1064,67.0,Food & Beverage
Bob Gaglardi,$2.9 B,Canada,hotels,1064,80.0,Real Estate
Alfred Gantner,$2.9 B,Switzerland,private equity,1064,53.0,Finance & Investments
Maggie Hardy Knox,$2.9 B,United States,building materials,1064,55.0,Service
Hu Yangzhong,$2.9 B,China,technology,1064,56.0,Technology
Huang Qiaoling,$2.9 B,China,amusement parks,1064,62.0,Media & Entertainment
Huang Zhenda & family,$2.9 B,China,construction,1064,73.0,Construction & Engineering
Bradley Jacobs,$2.9 B,United States,logistics,1064,64.0,Logistics
Osman Kibar,$2.9 B,United States,biotech,1064,50.0,Healthcare
Kim Taek-jin,$2.9 B,South Korea,online games,1064,54.0,Media & Entertainment
Maritsa Lazari & family,$2.9 B,United Kingdom,real estate,1064,76.0,Real Estate
Pablo Legorreta,$2.9 B,United States,investments,1064,57.0,Finance & Investments
Liang Yunchao,$2.9 B,China,nutritional supplements,1064,52.0,Food & Beverage
Samir Mehta,$2.9 B,India,"pharmaceuticals, power",1064,57.0,Healthcare
Sudhir Mehta,$2.9 B,India,"pharmaceuticals, power",1064,66.0,Healthcare
Farhad Moshiri,$2.9 B,United Kingdom,diversified,1064,65.0,Diversified
Patrice Motsepe,$2.9 B,South Africa,mining,1064,59.0,Metals & Mining
Matt Moulding,$2.9 B,United Kingdom,e-commerce,1064,49.0,Fashion & Retail
Alexander Nesis,$2.9 B,Russia,"metals, banking, fertilizers",1064,58.0,Finance & Investments
Benjamin Otto,$2.9 B,Germany,retail,1064,,Fashion & Retail
Lucy Peng,$2.9 B,China,e-commerce,1064,48.0,Technology
Sebastian Piñera & family,$2.9 B,Chile,investments,1064,71.0,Finance & Investments
Alexander Ponomarenko,$2.9 B,Russia,"real estate, airport",1064,56.0,Logistics
Chandru Raheja,$2.9 B,India,real estate,1064,80.0,Real Estate
Chad Richison,$2.9 B,United States,payroll processing,1064,50.0,Technology
Arkady Rotenberg,$2.9 B,Russia,"construction, pipes, banking",1064,69.0,Construction & Engineering
Alejandro Santo Domingo,$2.9 B,United States,beer,1064,44.0,Food & Beverage
Paul Sciarra,$2.9 B,United States,Pinterest,1064,40.0,Technology
Alexander Skorobogatko,$2.9 B,Russia,"real estate, airport",1064,53.0,Logistics
Jeff Sutton,$2.9 B,United States,real estate,1064,61.0,Real Estate
Glen Taylor,$2.9 B,United States,printing,1064,79.0,Service
Urs Wietlisbach,$2.9 B,Switzerland,private equity,1064,59.0,Finance & Investments
Xu Yingzhuo,$2.9 B,China,agribusiness,1064,53.0,Food & Beverage
Jon Yarbrough,$2.9 B,United States,video games,1064,63.0,Gambling & Casinos
Ye Fan & family,$2.9 B,China,auto dealerships,1064,50.0,Automotive
William Ackman,$2.8 B,United States,hedge funds,1111,54.0,Finance & Investments
Abdulla bin Ahmad Al Ghurair & family,$2.8 B,United Arab Emirates,diversified,1111,,Diversified
Bai Baokun,$2.8 B,China,hardware,1111,51.0,Manufacturing
David Baszucki,$2.8 B,United States,online games,1111,58.0,Media & Entertainment
Aneel Bhusri,$2.8 B,United States,business software,1111,55.0,Technology
Norman Braman,$2.8 B,United States,"art, car dealerships",1111,88.0,Automotive
Eva Maria Bucher-Haefner,$2.8 B,Switzerland,"software, investments",1111,64.0,Technology
Vivek Chand Burman,$2.8 B,India,consumer goods,1111,83.0,Food & Beverage
John Catsimatidis,$2.8 B,United States,"oil, real estate",1111,72.0,Energy
Morris Chang,$2.8 B,Taiwan,semiconductors,1111,89.0,Technology
Chen Hua,$2.8 B,China,real estate,1111,55.0,Real Estate
Chen Huwen,$2.8 B,China,stationery,1111,50.0,Manufacturing
Chen Huxiong,$2.8 B,China,stationery,1111,50.0,Manufacturing
Chen Tianshi,$2.8 B,China,semiconductors,1111,36.0,Technology
James Clark,$2.8 B,United States,"Netscape, investments",1111,77.0,Technology
Jean Coutu & family,$2.8 B,Canada,drugstores,1111,93.0,Fashion & Retail
Deng Weiming & family,$2.8 B,China,materials,1111,52.0,Manufacturing
Bergit Douglas,$2.8 B,Germany,consumer goods,1111,74.0,Food & Beverage
Doris Fisher,$2.8 B,United States,Gap,1111,89.0,Fashion & Retail
Gary Friedman,$2.8 B,United States,Furniture retail,1111,63.0,Fashion & Retail
Valentin Gapontsev & family,$2.8 B,United States,lasers,1111,82.0,Manufacturing
David Gottesman,$2.8 B,United States,investments,1111,94.0,Finance & Investments
John Henry,$2.8 B,United States,sports,1111,71.0,Sports
Alan Howard,$2.8 B,United Kingdom,hedge funds,1111,57.0,Finance & Investments
Micky Jagtiani,$2.8 B,India,retail,1111,69.0,Fashion & Retail
Travis Kalanick,$2.8 B,United States,Uber,1111,44.0,Technology
Alicia Koplowitz,$2.8 B,Spain,"construction, investments",1111,67.0,Finance & Investments
Timur Kulibaev,$2.8 B,Kazakhstan,banking,1111,54.0,Finance & Investments
Dinara Kulibaeva,$2.8 B,Kazakhstan,banking,1111,53.0,Finance & Investments
Li Liufa & family,$2.8 B,China,"steel, diversified",1111,63.0,Diversified
Li Sze Lim,$2.8 B,Hong Kong,real estate,1111,64.0,Real Estate
Li Xiaohua & family,$2.8 B,China,packaging,1111,59.0,Manufacturing
Liu Ming Hui,$2.8 B,China,natural gas distribution,1111,58.0,Energy
Lv Jianming,$2.8 B,Hong Kong,medical equipment,1111,56.0,Healthcare
Rudy Ma,$2.8 B,Taiwan,finance,1111,80.0,Finance & Investments
"Drayton McLane, Jr.",$2.8 B,United States,"Walmart, logistics",1111,84.0,Fashion & Retail
Hans Melchers,$2.8 B,Netherlands,"chemicals, investments",1111,82.0,Finance & Investments
Nguyen Thi Phuong Thao,$2.8 B,Vietnam,airlines,1111,50.0,Diversified
Philip Niarchos,$2.8 B,Greece,art collection,1111,67.0,Diversified
Alfred Oetker,$2.8 B,Germany,consumer goods,1111,54.0,Fashion & Retail
August Oetker,$2.8 B,Germany,consumer goods,1111,76.0,Fashion & Retail
Carl Ferdinand Oetker,$2.8 B,Germany,consumer goods,1111,48.0,Fashion & Retail
Christian Oetker,$2.8 B,Germany,consumer goods,1111,72.0,Fashion & Retail
Julia Oetker,$2.8 B,Germany,consumer goods,1111,42.0,Fashion & Retail
Richard Oetker,$2.8 B,Germany,consumer goods,1111,70.0,Fashion & Retail
Heloise Pratt,$2.8 B,Australia,"manufacturing, investment",1111,58.0,Manufacturing
Filiz Sahenk,$2.8 B,Turkey,diversified,1111,54.0,Diversified
T. Denny Sanford,$2.8 B,United States,"banking, credit cards",1111,85.0,Finance & Investments
Karin Schick,$2.8 B,Germany,information technology,1111,,Technology
Hilton Schlosberg,$2.8 B,United Kingdom,energy drinks,1111,68.0,Food & Beverage
Rosely Schweizer,$2.8 B,Germany,consumer goods,1111,80.0,Fashion & Retail
Warren Stephens,$2.8 B,United States,investment banking,1111,64.0,Finance & Investments
Konstantin Strukov,$2.8 B,Russia,"gold, coal mining",1111,62.0,Metals & Mining
Kenneth Tuchman,$2.8 B,United States,outsourcing,1111,61.0,Service
Masateru Uno & family,$2.8 B,Japan,drugstores,1111,74.0,Fashion & Retail
Stefan von Holtzbrinck,$2.8 B,Germany,publishing,1111,57.0,Media & Entertainment
Lars Wingefors,$2.8 B,Sweden,video games,1111,44.0,Media & Entertainment
Wong Kwong Yu & family,$2.8 B,China,retail,1111,51.0,Fashion & Retail
Xiong Wu,$2.8 B,China,software,1111,45.0,Technology
Xu Jinfu,$2.8 B,China,chemicals,1111,57.0,Manufacturing
Tony Xu,$2.8 B,United States,food delivery service,1111,36.0,Technology
Xu Zhihan,$2.8 B,China,electronics,1111,48.0,Technology
Zhong Ruonong & family,$2.8 B,China,electronics,1111,58.0,Manufacturing
Miriam Baumann-Blocher,$2.7 B,Switzerland,chemicals,1174,46.0,Manufacturing
Timothy Boyle,$2.7 B,United States,Columbia Sportswear,1174,71.0,Fashion & Retail
John Paul DeJoria,$2.7 B,United States,"hair products, tequila",1174,76.0,Fashion & Retail
Mitchell Goldhar,$2.7 B,Canada,real estate,1174,59.0,Real Estate
Luciano Hang,$2.7 B,Brazil,department stores,1174,58.0,Fashion & Retail
Georg Haub,$2.7 B,Germany,retail,1174,59.0,Fashion & Retail
Victor Jacobsson,$2.7 B,Sweden,fintech,1174,39.0,Finance & Investments
James Jannard,$2.7 B,United States,sunglasses,1174,71.0,Fashion & Retail
Vinod Khosla,$2.7 B,United States,venture capital,1174,66.0,Technology
Valentin Kipyatkov,$2.7 B,Russia,computer software,1174,44.0,Technology
Lim Kok Thay,$2.7 B,Malaysia,casinos,1174,69.0,Gambling & Casinos
Lu Zhiqiang,$2.7 B,China,real estate,1174,68.0,Real Estate
Sergio Mantegazza,$2.7 B,Switzerland,travel,1174,93.0,Service
Franziska Wuerbser & Gabriella Meister,$2.7 B,Germany,appliances,1174,,Manufacturing
Nan Cunhui,$2.7 B,China,power equipment,1174,57.0,Manufacturing
Ou Zongrong & family,$2.7 B,China,real estate,1174,57.0,Real Estate
Sean Parker,$2.7 B,United States,Facebook,1174,41.0,Technology
Richard Peery,$2.7 B,United States,real estate,1174,82.0,Real Estate
"H. Ross Perot, Jr.",$2.7 B,United States,real estate,1174,62.0,Real Estate
Su Suyu & family,$2.7 B,China,"utilities, real estate",1174,72.0,Real Estate
Sun Shoukuan,$2.7 B,China,"metals, coal",1174,71.0,Manufacturing
Harley Sy,$2.7 B,Philippines,diversified,1174,61.0,Diversified
"Henry Sy, Jr.",$2.7 B,Philippines,diversified,1174,68.0,Diversified
Teresita Sy-Coson,$2.7 B,Philippines,diversified,1174,70.0,Diversified
Tao Yuequn,$2.7 B,China,Contact Lens,1174,61.0,Fashion & Retail
Tong Jinquan,$2.7 B,China,real estate,1174,66.0,Real Estate
Tsai Ming-kai,$2.7 B,Taiwan,semiconductors,1174,71.0,Technology
Yitzhak Tshuva,$2.7 B,Israel,real estate,1174,72.0,Real Estate
Oprah Winfrey,$2.7 B,United States,TV shows,1174,67.0,Media & Entertainment
Zhang Wanzhen,$2.7 B,China,electronics components,1174,71.0,Manufacturing
Mortimer Zuckerman,$2.7 B,United States,"real estate, media",1174,83.0,Real Estate
Brian Acton,$2.6 B,United States,WhatsApp,1205,49.0,Technology
Rajendra Agarwal,$2.6 B,India,pharmaceuticals,1205,62.0,Healthcare
John Armitage,$2.6 B,Ireland,hedge funds,1205,61.0,Finance & Investments
Banwari Lal Bawri,$2.6 B,India,pharmaceuticals,1205,68.0,Healthcare
Girdhari Lal Bawri,$2.6 B,India,pharmaceuticals,1205,73.0,Healthcare
Guilherme Benchimol,$2.6 B,Brazil,financial services,1205,44.0,Finance & Investments
Cai Dongchen,$2.6 B,China,pharmaceuticals,1205,68.0,Healthcare
Choo Chong Ngen,$2.6 B,Singapore,hotels,1205,67.0,Real Estate
Abilio dos Santos Diniz,$2.6 B,Brazil,retail,1205,84.0,Fashion & Retail
"John Dorrance, III.",$2.6 B,Ireland,Campbell Soup,1205,77.0,Food & Beverage
Bruce Flatt,$2.6 B,Canada,money management,1205,55.0,Finance & Investments
Stein Erik Hagen,$2.6 B,Norway,consumer goods,1205,64.0,Fashion & Retail
Caroline Hagen Kjos,$2.6 B,Norway,conglomerate,1205,37.0,Diversified
Hortensia Herrero,$2.6 B,Spain,supermarkets,1205,70.0,Fashion & Retail
Anthony Hsieh,$2.6 B,United States,mortgage lender,1205,56.0,Finance & Investments
Hal Jackman,$2.6 B,Canada,"insurance, investments",1205,88.0,Finance & Investments
Brad Kelley,$2.6 B,United States,tobacco,1205,64.0,Real Estate
Raj Kumar & Kishin RK,$2.6 B,Singapore,real estate,1205,66.0,Real Estate
Adam Kwok,$2.6 B,Hong Kong,real estate,1205,38.0,Real Estate
Lai Shixian,$2.6 B,China,sports apparel,1205,46.0,Fashion & Retail
Stephen Lansdown,$2.6 B,Guernsey,financial services,1205,68.0,Finance & Investments
K.C. Liu,$2.6 B,Taiwan,manufacturing,1205,67.0,Technology
Aloke Lohia,$2.6 B,India,petrochemicals,1205,62.0,Manufacturing
Kalanithi Maran,$2.6 B,India,media,1205,55.0,Media & Entertainment
C. Dean Metropoulos,$2.6 B,United States,investments,1205,74.0,Food & Beverage
Yuji Otsuka,$2.6 B,Japan,"copy machines, software",1205,67.0,Technology
Daniel Pritzker,$2.6 B,United States,"hotels, investments",1205,61.0,Finance & Investments
Ren Jianhua,$2.6 B,China,kitchen appliances,1205,64.0,Manufacturing
Alexey Repik,$2.6 B,Russia,pharmaceuticals,1205,41.0,Healthcare
Steven Sarowitz,$2.6 B,United States,payroll software,1205,55.0,Technology
Yuri Shefler,$2.6 B,Russia,alcohol,1205,53.0,Food & Beverage
Shum Chiu Hung & family,$2.6 B,China,real estate,1205,51.0,Real Estate
Stephen Smith,$2.6 B,Canada,finance and investments,1205,69.0,Finance & Investments
Dan Snyder,$2.6 B,United States,Washington Redskins,1205,56.0,Sports
Helmut Sohmen,$2.6 B,Austria,shipping,1205,81.0,Logistics
Tung Chee Hwa,$2.6 B,Hong Kong,shipping,1205,83.0,Logistics
Pieter van der Does,$2.6 B,Netherlands,payments software,1205,51.0,Technology
Wim van der Leegte,$2.6 B,Netherlands,manufacturing,1205,73.0,Manufacturing
Evan Williams,$2.6 B,United States,Twitter,1205,49.0,Technology
Wu Guangming,$2.6 B,China,medical equipment,1205,59.0,Healthcare
Yang Yuanxi,$2.6 B,China,video streaming app,1205,,Media & Entertainment
Yu Qibing & family,$2.6 B,China,glass,1205,55.0,Manufacturing
Charles Zegar,$2.6 B,United States,Bloomberg LP,1205,73.0,Media & Entertainment
Zhaojiang Zhu,$2.6 B,China,Smartphones,1205,47.0,Manufacturing
John Arrillaga,$2.5 B,United States,real estate,1249,84.0,Real Estate
Carol Jenkins Barnett,$2.5 B,United States,Publix supermarkets,1249,64.0,Food & Beverage
William Berkley,$2.5 B,United States,insurance,1249,74.0,Finance & Investments
Markus Blocher,$2.5 B,Switzerland,chemicals,1249,50.0,Manufacturing
Andrei Bokarev,$2.5 B,Russia,"metals, mining",1249,54.0,Manufacturing
Jim Breyer,$2.5 B,United States,venture capital,1249,59.0,Technology
Charles Bronfman,$2.5 B,Canada,liquor,1249,89.0,Food & Beverage
Byju Raveendran and Divya Gokulnath,$2.5 B,India,education technology,1249,39.0,Technology
Chang Jing,$2.5 B,China,technology,1249,38.0,Technology
Leon G. Cooperman,$2.5 B,United States,hedge funds,1249,77.0,Finance & Investments
Jose Luis Cutrale,$2.5 B,Brazil,orange juice,1249,74.0,Food & Beverage
Gerald Ford,$2.5 B,United States,banking,1249,76.0,Finance & Investments
Phillip Frost,$2.5 B,United States,pharmaceuticals,1249,84.0,Healthcare
Mikhail Gutseriev,$2.5 B,Russia,"oil, real estate",1249,63.0,Energy
Hans-Werner Hector,$2.5 B,Germany,SAP,1249,81.0,Technology
Hu Kun,$2.5 B,China,medical equipment,1249,51.0,Healthcare
"Jeremy Jacobs, Sr. & family",$2.5 B,United States,food service,1249,81.0,Service
Mark & Robyn Jones,$2.5 B,United States,insurance,1249,,Finance & Investments
Hans Langer,$2.5 B,Germany,3D printing,1249,69.0,Manufacturing
Lee Hae-jin,$2.5 B,South Korea,Internet,1249,53.0,Technology
Liang Feng,$2.5 B,China,manufacturing,1249,52.0,Manufacturing
Lin Ming-hsiung,$2.5 B,Taiwan,supermarkets,1249,71.0,Fashion & Retail
Mohamed Mansour,$2.5 B,Egypt,diversified,1249,73.0,Diversified
Harsh Mariwala,$2.5 B,India,consumer goods,1249,69.0,Food & Beverage
Najib Mikati,$2.5 B,Lebanon,telecom,1249,65.0,Telecom
Taha Mikati,$2.5 B,Lebanon,telecom,1249,76.0,Telecom
Pedro Moreira Salles,$2.5 B,Brazil,"banking, minerals",1249,61.0,Diversified
José Neves,$2.5 B,Portugal,luxury fashion,1249,46.0,Fashion & Retail
Jerry Ng,$2.5 B,Indonesia,banking,1249,56.0,Finance & Investments
Nandan Nilekani,$2.5 B,India,software services,1249,65.0,Technology
Ravi Pillai,$2.5 B,India,construction,1249,67.0,Construction & Engineering
Victor Pinchuk,$2.5 B,Ukraine,"steel pipes, diversified",1249,60.0,Metals & Mining
Matthew Prince,$2.5 B,United States,cybersecurity,1249,46.0,Technology
John Pritzker,$2.5 B,United States,"hotels, investments",1249,67.0,Finance & Investments
Rajan Raheja & family,$2.5 B,India,diversified,1249,66.0,Diversified
Matthias Reinhart,$2.5 B,Switzerland,finance,1249,61.0,Finance & Investments
Ruan Shuilong & family,$2.5 B,China,chemicals,1249,85.0,Manufacturing
Rodney Sacks,$2.5 B,United States,energy drinks,1249,71.0,Food & Beverage
Carlos Sanchez,$2.5 B,Brazil,generic drugs,1249,59.0,Healthcare
Kavitark Ram Shriram,$2.5 B,United States,"venture capital, Google",1249,64.0,Technology
André Street,$2.5 B,Brazil,fintech,1249,36.0,Technology
Sun Mengquan & family,$2.5 B,China,edible oil,1249,71.0,Food & Beverage
Daniel Sundheim,$2.5 B,United States,hedge funds,1249,44.0,Finance & Investments
Torsten Toeller,$2.5 B,Germany,pet food,1249,55.0,Fashion & Retail
Peter Unger,$2.5 B,Germany,auto repair,1249,76.0,Automotive
Wang Wenmo,$2.5 B,China,sports apparel,1249,64.0,Fashion & Retail
Xie Juhua & family,$2.5 B,China,pharmaceuticals,1249,70.0,Healthcare
Xu Shaochun,$2.5 B,China,software,1249,58.0,Technology
